id;name_eng;city_eng;country_eng;IATA;ICAO;timeZone
4094;Ekati Airport;Ekati;Canada;YOA;CYOA;-7,0
4095;Hawke's Bay Airport;NAPIER;New Zealand;NPE;NZNR;12,0
4096;Levuka Airfield;Levuka;Fiji;LEV;NFNB;12,0
4097;Lhasa Gonggar Airport;Lhasa;China;LXA;ZULS;8,0
4098;Redding Municipal Airport;Redding;United States;RDD;KRDD;-8,0
4099;Mahlon Sweet Field;Eugene;United States;EUG;KEUG;-8,0
4100;Idaho Falls Regional Airport;Idaho Falls;United States;IDA;KIDA;-7,0
4101;Rogue Valley International Medford Airport;Medford;United States;MFR;KMFR;-8,0
4102;Kaikoura Airport;Kaikoura;New Zealand;KBZ;NZKI;12,0
4103;Roberts Field;Redmond-Bend;United States;RDM;KRDM;-8,0
4104;Picton Aerodrome;Picton;New Zealand;PCN;NZPN;12,0
4105;Hosea Kutako International Airport;Windhoek;Namibia;WDH;FYWH;1,0
4106;Victoria Harbour Seaplane Base;Victoria;Canada;YWH;CYWH;-8,0
4107;Coal Harbour Seaplane Base;Vancouver;Canada;Null;CAQ3;-8,0
4108;Yaoqiang Airport;Jinan;China;TNA;ZSJN;8,0
4109;Changzhou Benniu Airport;Changzhou;China;CZX;ZSCG;8,0
4110;Yibin Caiba Airport;Yibin;China;YBP;ZUYB;8,0
4111;Roshchino International Airport;Tyumen;Russia;TJM;USTR;5,0
4112;Akron Canton Regional Airport;Akron;United States;CAK;KCAK;-5,0
4113;Huntsville International Carl T Jones Field;Huntsville;United States;HSV;KHSV;-6,0
4114;Mid Ohio Valley Regional Airport;PARKERSBURG;United States;PKB;KPKB;-5,0
4115;Montgomery Regional (Dannelly Field) Airport;MONTGOMERY;United States;MGM;KMGM;-6,0
4116;Tri Cities Regional Tn Va Airport;BRISTOL;United States;TRI;KTRI;-5,0
4117;Barkley Regional Airport;PADUCAH;United States;PAH;KPAH;-6,0
4119;Djibouti-Ambouli Airport;Djibouti;Djibouti;JIB;HDAM;3,0
4120;Haikou Meilan International Airport;Haikou;China;HAK;ZJHK;8,0
4121;Mafia Island Airport;Mafia Island;Tanzania;MFA;HTMA;3,0
4124;Page Municipal Airport;Page;United States;PGA;KPGA;-7,0
4125;Utila Airport;Utila;Honduras;UII;MHUT;-6,0
4127;Glacier Park International Airport;Kalispell;United States;FCA;KGPI;-7,0
4128;MBS International Airport;Saginaw;United States;MBS;KMBS;-5,0
4129;Greater Binghamton/Edwin A Link field;Binghamton;United States;BGM;KBGM;-5,0
4130;Baghdad International Airport;Baghdad;Iraq;BGW;ORBI;3,0
4131;Nan Airport;Nan;Thailand;NNT;VTCN;7,0
4132;Roi Et Airport;Roi Et;Thailand;ROI;VTUV;7,0
4133;Buri Ram Airport;Buri Ram;Thailand;BFV;VTUO;7,0
4135;Trat Airport;Trat;Thailand;TDX;VTBO;7,0
4136;Blythe Airport;Blythe;United States;BLH;KBLH;-8,0
4137;Al Asad Air Base;Al Asad;Iraq;Null;ORAA;3,0
4138;Al Taqaddum Air Base;Al Taqaddum;Iraq;Null;ORAT;3,0
4139;Joint Base Balad;Al Bakr;Iraq;Null;ORBD;3,0
4140;Clark International Airport;Angeles City;Philippines;CRK;RPLC;8,0
4141;Sandakan Airport;Sandakan;Malaysia;SDK;WBKS;8,0
4142;Luang Namtha Airport;Luang Namtha;Laos;LXG;VLLN;7,0
4143;Oudomsay Airport;Muang Xay;Laos;ODY;VLOS;7,0
4144;Taoxian Airport;Shenyang;China;SHE;ZYTX;8,0
4146;John A. Osborne Airport;Geralds;Montserrat;MNI;TRPG;-4,0
4147;Petersburg James A Johnson Airport;Petersburg;United States;PSG;PAPG;-9,0
4148;Luoyang Airport;Luoyang;China;LYA;ZHLY;8,0
4149;Xuzhou Guanyin Airport;Xuzhou;China;XUZ;ZSXZ;8,0
4151;Magway Airport;Magwe;Burma;MWQ;VYMW;42861,0
4152;Kanti Airport;Khamti;Burma;KHM;VYKI;42861,0
4153;Lien Khuong Airport;Dalat;Vietnam;DLI;VVDL;7,0
4155;Rach Gia Airport;Rach Gia;Vietnam;VKG;VVRG;7,0
4156;Cà Mau Airport;Ca Mau;Vietnam;CAH;VVCM;7,0
4157;Chu Lai International Airport;Chu Lai;Vietnam;VCL;VVCA;7,0
4158;Dong Tac Airport;Tuy Hoa;Vietnam;TBB;VVTH;7,0
4159;Mae Hong Son Airport;Pai;Thailand;PYY;VTCI;7,0
4160;Bol Airport;Brac;Croatia;BWK;LDSB;1,0
4161;Yaoundé Nsimalen International Airport;Yaounde;Cameroon;NSI;FKYS;1,0
4162;Conakry International Airport;Conakry;Guinea;CKY;GUCY;0,0
4165;Aachen-Merzbrück Airport;Aachen;Germany;AAH;EDKA;1,0
4166;Karlsruhe Baden-Baden Airport;Karlsruhe/Baden-Baden;Germany;FKB;EDSB;1,0
4167;Orlando Sanford International Airport;Sanford;United States;SFB;KSFB;-5,0
4169;John Murtha Johnstown Cambria County Airport;Johnstown;United States;JST;KJST;-5,0
4170;Lukla Airport;Lukla;Nepal;LUA;VNLK;27515,0
4171;Bhojpur Airport;Bhojpur;Nepal;BHP;VNBJ;27515,0
4172;Lamidanda Airport;Lamidanda;Nepal;LDN;VNLD;27515,0
4173;Jomsom Airport;Jomsom;Nepal;JMO;VNJS;27515,0
4174;Manang Airport;Manang;Nepal;NGX;VNMA;27515,0
4175;Phaplu Airport;Phaplu;Nepal;PPL;VNPL;27515,0
4177;Rumjatar Airport;Rumjatar;Nepal;RUM;VNRT;27515,0
4178;Tulsipur Airport;Dang;Nepal;DNP;VNDG;27515,0
4179;Rukumkot Airport;Rukumkot;Nepal;RUK;VNRK;27515,0
4180;Jumla Airport;Jumla;Nepal;JUM;VNJL;27515,0
4182;Taplejung Airport;Taplejung;Nepal;TPJ;VNTJ;27515,0
4183;Tumling Tar Airport;Tumling Tar;Nepal;TMI;VNTR;27515,0
4184;Surkhet Airport;Surkhet;Nepal;SKH;VNSK;27515,0
4185;Simikot Airport;Simikot;Nepal;IMK;VNST;27515,0
4186;Dolpa Airport;Dolpa;Nepal;DOP;VNDP;27515,0
4187;Bajhang Airport;Bajhang;Nepal;BJH;VNBG;27515,0
4188;Dhangarhi Airport;Dhangarhi;Nepal;DHI;VNDH;27515,0
4189;Muan International Airport;Muan;South Korea;MWX;RKJB;9,0
4190;Astypalaia Airport;Astypalaia;Greece;JTY;LGPL;2,0
4191;Ikaria Airport;Ikaria;Greece;JIK;LGIK;2,0
4192;Kalymnos Airport;Kalymnos;Greece;JKL;LGKY;2,0
4193;Milos Airport;Milos;Greece;MLO;LGML;2,0
4194;Naxos Airport;Cyclades Islands;Greece;JNX;LGNX;2,0
4195;Paros Airport;Paros;Greece;PAS;LGPA;2,0
4196;Kastelorizo Airport;Kastelorizo;Greece;KZS;LGKJ;2,0
4197;Marsa Alam International Airport;Marsa Alam;Egypt;RMF;HEMA;2,0
4198;Weeze Airport;Weeze;Germany;NRN;EDLV;1,0
4199;Francisco B. Reyes Airport;Busuanga;Philippines;USU;RPVV;8,0
4200;Bancasi Airport;Butuan;Philippines;BXU;RPME;8,0
4201;Dipolog Airport;Dipolog;Philippines;DPL;RPMG;8,0
4202;Laoag International Airport;Laoag;Philippines;LAO;RPLI;8,0
4203;Legazpi City International Airport;Legazpi;Philippines;LGP;RPLP;8,0
4204;Labo Airport;Ozamis;Philippines;OZC;RPMO;8,0
4206;Mactan Cebu International Airport;Cebu;Philippines;CEB;RPVM;8,0
4207;Norden-Norddeich Airport;Norden;Germany;NOE;EDWS;1,0
4208;Juist Airport;Juist;Germany;JUI;EDWJ;1,0
4209;Porto Seguro Airport;Porto Seguro;Brazil;BPS;SBPS;-3,0
4213;Iguatu Airport;Iguatu;Brazil;Null;SNIG;-3,0
4214;Brigadeiro Lysias Rodrigues Airport;Palmas;Brazil;PMW;SBPJ;-3,0
4215;Nelson Ribeiro Guimarães Airport;Caldas Novas;Brazil;CLV;SBCN;-3,0
4216;Missoula International Airport;Missoula;United States;MSO;KMSO;-7,0
4217;Blackall Airport;Blackall;Australia;BKQ;YBCK;10,0
4218;Bundaberg Airport;Bundaberg;Australia;BDB;YBUD;10,0
4219;Grand Canyon National Park Airport;Grand Canyon;United States;GCN;KGCN;-7,0
4220;Sugar Land Regional Airport;Sugar Land;United States;SGR;KSGR;-6,0
4221;Hayman Island Heliport;Hayman Island;Australia;HIS;YHYN;10,0
4222;Centennial Airport;Denver;United States;APA;KAPA;-7,0
4223;Clovis Municipal Airport;Clovis;United States;CVN;KCVN;-7,0
4224;Fort Stockton Pecos County Airport;Fort Stockton;United States;FST;KFST;-6,0
4225;Las Vegas Municipal Airport;Las Vegas;United States;LVS;KLVS;-7,0
4226;West Houston Airport;Houston;United States;IWS;KIWS;-6,0
4227;La Junta Municipal Airport;La Junta;United States;LHX;KLHX;-7,0
4228;Las Cruces International Airport;Las Cruces;United States;LRU;KLRU;-7,0
4229;Stephens County Airport;Breckenridge;United States;BKD;KBKD;-6,0
4230;Draughon Miller Central Texas Regional Airport;Temple;United States;TPL;KTPL;-6,0
4231;Ozona Municipal Airport;Ozona;United States;OZA;KOZA;-6,0
4235;Kaadedhdhoo Airport;Kaadedhdhoo;Maldives;KDM;VRMT;5,0
4236;Aklavik/Freddie Carmichael Airport;Aklavik;Canada;LAK;CYKD;-7,0
4237;Déline Airport;Deline;Canada;YWJ;CYWJ;-7,0
4238;Tulita Airport;Tulita;Canada;ZFN;CZFN;-7,0
4239;Fort Good Hope Airport;Fort Good Hope;Canada;YGH;CYGH;-7,0
4242;Tanna Airport;Tanna;Vanuatu;TAH;NVVW;11,0
4244;Paulatuk (Nora Aliqatchialuk Ruben) Airport;Paulatuk;Canada;YPC;CYPC;-7,0
4247;El Trompillo Airport;Santa Cruz;Bolivia;SRZ;SLET;-4,0
4249;Juancho E. Yrausquin Airport;Saba;Netherlands Antilles;SAB;TNCS;-4,0
4250;Eagle County Regional Airport;Vail;United States;EGE;KEGE;-7,0
4252;Stokmarknes Skagen Airport;Stokmarknes;Norway;SKN;ENSK;1,0
4253;Cuyahoga County Airport;Richmond Heights;United States;CGF;KCGF;-5,0
4254;Mansfield Lahm Regional Airport;Mansfield;United States;MFD;KMFD;-5,0
4255;Columbus Metropolitan Airport;Columbus;United States;CSG;KCSG;-5,0
4256;Lawton Fort Sill Regional Airport;Lawton;United States;LAW;KLAW;-6,0
4257;Fort Collins Loveland Municipal Airport;Fort Collins;United States;FNL;KFNL;-7,0
4261;Flagstaff Pulliam Airport;Flagstaff;United States;FLG;KFLG;-7,0
4262;Lake Tahoe Airport;South Lake Tahoe;United States;TVL;KTVL;-8,0
4263;Joslin Field Magic Valley Regional Airport;Twin Falls;United States;TWF;KTWF;-7,0
4265;Martha's Vineyard Airport;Vineyard Haven MA;United States;MVY;KMVY;-5,0
4268;Concord Municipal Airport;Concord NH;United States;CON;KCON;-5,0
4270;Groton New London Airport;Groton CT;United States;GON;KGON;-5,0
4271;St Cloud Regional Airport;Saint Cloud;United States;STC;KSTC;-6,0
4272;Qinhuangdao Beidaihe Airport;Bagan;Burma;BPE;ZBDH;8,0
4273;Golden Triangle Regional Airport;Columbus Mississippi;United States;GTR;KGTR;-6,0
4274;Nizhny Novgorod Strigino International Airport;Nizhniy Novgorod;Russia;GOJ;UWGG;3,0
4275;Bowerman Airport;Hoquiam;United States;HQM;KHQM;-8,0
4276;Erie International Tom Ridge Field;Erie;United States;ERI;KERI;-5,0
4278;Barnstable Municipal Boardman Polando Field;Barnstable;United States;HYA;KHYA;-5,0
4280;Sedona Airport;Sedona;United States;SDX;KSEZ;-7,0
4284;Morgantown Municipal Walter L. Bill Hart Field;Morgantown;United States;MGW;KMGW;-5,0
4285;Yeager Airport;Charleston;United States;CRW;KCRW;-5,0
4286;Wilkes Barre Scranton International Airport;Scranton;United States;AVP;KAVP;-5,0
4287;Bemidji Regional Airport;Bemidji;United States;BJI;KBJI;-6,0
4289;Thangool Airport;Biloela;Australia;THG;YTNG;10,0
4290;Fagali'i Airport;Apia;Samoa;FGI;NSFI;13,0
4291;Ballina Byron Gateway Airport;Ballina Byron Bay;Australia;BNK;YBNA;10,0
4292;Hector International Airport;Fargo;United States;FAR;KFAR;-6,0
4293;Charles B. Wheeler Downtown Airport;Kansas City;United States;MKC;KMKC;-6,0
4295;Ratanakiri Airport;Ratanakiri;Cambodia;RBE;VDRK;7,0
4296;Gillette Campbell County Airport;Gillette;United States;GCC;KGCC;-7,0
4297;Bogashevo Airport;Tomsk;Russia;TOF;UNTT;7,0
4299;Phetchabun Airport;Phetchabun;Thailand;PHY;VTPB;7,0
4300;Chumphon Airport;Chumphon;Thailand;CJM;VTSE;7,0
4301;Jiuzhai Huanglong Airport;Jiuzhaigou;China;JZH;ZUJZ;8,0
4302;Jieyang Chaoshan International Airport;Shantou;China;SWA;ZGOW;8,0
4303;Enghien Moisselles Airport;Enghien-moisselles;France;Null;LFFE;1,0
4304;Cheddi Jagan International Airport;Georgetown;Guyana;GEO;SYCJ;-4,0
4305;Guarani International Airport;Ciudad del Este;Paraguay;AGT;SGES;-4,0
4306;Ogle Airport;Georgetown;Guyana;OGL;SYGO;-4,0
4307;Kaieteur International Airport;Kaieteur;Guyana;KAI;PKSA;-4,0
4308;Dunhuang Airport;Dunhuang;China;DNH;ZLDH;8,0
4309;Ancona Falconara Airport;Ancona;Italy;AOI;LIPY;1,0
4312;Chamonate Airport;Copiapo;Chile;CPO;SCHA;-4,0
4313;Taba International Airport;Taba;Egypt;TCP;HETB;2,0
4314;Edward Bodden Airfield;Little Cayman;Cayman Islands;LYB;MWCL;-5,0
4315;Milas Bodrum International Airport;Bodrum;Turkey;BJV;LTFE;3,0
4316;Tabarka 7 Novembre Airport;Tabarka;Tunisia;TBJ;DTKA;1,0
4317;Sabiha Gökçen International Airport;Istanbul;Turkey;SAW;LTFJ;3,0
4318;University Park Airport;State College Pennsylvania;United States;SCE;KUNV;-5,0
4319;Broome International Airport;Broome;Australia;BME;YBRM;8,0
4320;Newcastle Airport;Newcastle;Australia;NTL;YWLM;10,0
4321;Bakki Airport;Bakki;Iceland;Null;BIBA;0,0
4322;Klagenfurt Airport;Klagenfurt;Austria;KLU;LOWK;1,0
4325;Hammerfest Airport;Hammerfest;Norway;HFT;ENHF;1,0
4326;Valan Airport;Honningsvag;Norway;HVG;ENHV;1,0
4327;Mehamn Airport;Mehamn;Norway;MEH;ENMH;1,0
4328;Vadsø Airport;Vadsø;Norway;VDS;ENVD;1,0
4330;Imam Khomeini International Airport;Tehran;Iran;IKA;OIIE;42858,0
4331;Mashhad International Airport;Mashhad;Iran;MHD;OIMM;42858,0
4333;Ust-Ilimsk Airport;Ust Ilimsk;Russia;UIK;UIBS;8,0
4335;Key Field;Meridian;United States;MEI;KMEI;-6,0
4336;Abraham Lincoln Capital Airport;Springfield;United States;SPI;KSPI;-6,0
4338;Cortez Municipal Airport;Cortez;United States;CEZ;KCEZ;-7,0
4339;Yampa Valley Airport;Hayden;United States;HDN;KHDN;-7,0
4340;Gallup Municipal Airport;Gallup;United States;GUP;KGUP;-7,0
4341;Liberal Mid-America Regional Airport;Liberal;United States;LBL;KLBL;-6,0
4342;Lamar Municipal Airport;Lamar;United States;LAA;KLAA;-7,0
4343;Renner Field-Goodland Municipal Airport;Goodland;United States;GLD;KGLD;-7,0
4344;Yellowstone Regional Airport;Cody;United States;COD;KCOD;-7,0
4345;Ørsta-Volda Airport, Hovden;Orsta-Volda;Norway;HOV;ENOV;1,0
4347;St. Mary's Airport;ST MARY\\'S;United Kingdom;ISC;EGHE;0,0
4348;Springfield Branson National Airport;Springfield;United States;SGF;KSGF;-6,0
4349;Narvik Framnes Airport;Narvik;Norway;NVK;ENNK;1,0
4350;Berlevåg Airport;Berlevag;Norway;BVG;ENBV;1,0
4351;Oslo, Fornebu Airport;Oslo;Norway;FBU;ENFB;1,0
4352;Norilsk-Alykel Airport;Norilsk;Russia;NSK;UOOO;7,0
4353;Anapa Vityazevo Airport;Anapa;Russia;AAQ;URKA;3,0
4354;Joplin Regional Airport;Joplin;United States;JLN;KJLN;-6,0
4355;Lehigh Valley International Airport;Allentown;United States;ABE;KABE;-5,0
4356;Northwest Arkansas Regional Airport;Bentonville;United States;XNA;KXNA;-6,0
4357;Atyrau Airport;Atyrau;Kazakhstan;GUW;UATG;5,0
4358;Kzyl-Orda Southwest Airport;Kzyl-Orda;Kazakhstan;KZO;UAOO;6,0
4359;South Bend Regional Airport;South Bend;United States;SBN;KSBN;-5,0
4360;Bykovo Airport;Moscow;Russia;BKA;UUBB;3,0
4362;Talagi Airport;Arkhangelsk;Russia;ARH;ULAA;3,0
4363;Saratov Central Airport;Saratov;Russia;RTW;UWSS;3,0
4364;Novy Urengoy Airport;Novy Urengoy;Russia;NUX;USMU;5,0
4365;Noyabrsk Airport;Noyabrsk;Russia;NOJ;USRO;5,0
4367;Aktau Airport;Aktau;Kazakhstan;SCO;UATE;5,0
4368;Ukhta Airport;Ukhta;Russia;UCT;UUYH;3,0
4369;Usinsk Airport;Usinsk;Russia;USK;UUYS;3,0
4370;Pechora Airport;Pechora;Russia;PEX;UUYP;3,0
4371;Naryan Mar Airport;Naryan-Mar;Russia;NNM;ULAM;3,0
4372;Pskov Airport;Pskov;Russia;PKV;ULOO;3,0
4373;Kogalym International Airport;Kogalym;Russia;KGP;USRK;5,0
4374;Yemelyanovo Airport;Krasnoyarsk;Russia;KJA;UNKL;7,0
4375;Sary-Arka Airport;Karaganda;Kazakhstan;KGF;UAKK;6,0
4376;Novosibirsk North Airport;Novosibirsk;Russia;Null;UNCC;7,0
4377;Uray Airport;Uraj;Russia;URJ;USHU;5,0
4379;Ivanovo South Airport;Ivanovo;Russia;IWA;UUBI;3,0
4380;Longjia Airport;Changchun;China;CGQ;ZYCC;8,0
4381;Niigata Airport;Niigata;Japan;KIJ;RJSN;9,0
4382;Johnston Atoll Airport;Johnston Island;Johnston Atoll;JON;PJON;-10,0
4383;Smith Field;Fort Wayne IN;United States;SMD;KSMD;-5,0
4384;Arcata Airport;Arcata CA;United States;ACV;KACV;-8,0
4386;Albert J Ellis Airport;Jacksonville NC;United States;OAJ;KOAJ;-5,0
4387;Tuscaloosa Regional Airport;Tuscaloosa AL;United States;TCL;KTCL;-6,0
4388;Dubuque Regional Airport;Dubuque IA;United States;DBQ;KDBQ;-6,0
4390;Shun Tak Heliport;Hong Kong;Hong Kong;Null;VHST;8,0
5404;Uru Harbour Airport;Atoifi;Solomon Islands;ATD;AGAT;11,0
5405;Auki Airport;Auki;Solomon Islands;AKS;AGGA;11,0
5406;Ballalae Airport;Ballalae;Solomon Islands;BAS;AGGE;11,0
5407;Fera/Maringe Airport;Fera Island;Solomon Islands;FRE;AGGF;11,0
5408;Babanakira Airport;Mbambanakira;Solomon Islands;MBU;AGGI;11,0
5409;Ngorangora Airport;Kirakira;Solomon Islands;IRA;AGGK;11,0
5410;Santa Cruz/Graciosa Bay/Luova Airport;Santa Cruz/Graciosa Bay/Luova;Solomon Islands;SCZ;AGGL;11,0
5411;Munda Airport;Munda;Solomon Islands;MUA;AGGM;11,0
5412;Nusatupe Airport;Gizo;Solomon Islands;GZO;AGGN;11,0
5413;Mono Airport;Stirling Island;Solomon Islands;MNY;AGGO;11,0
5414;Rennell/Tingoa Airport;Rennell Island;Solomon Islands;RNL;AGGR;11,0
5415;Marau Airport;Marau;Solomon Islands;RUS;AGGU;11,0
5416;Suavanao Airport;Suavanao;Solomon Islands;VAO;AGGV;11,0
5417;Kaghau Airport;Kagau Island;Solomon Islands;KGE;AGKG;11,0
5418;Ramata Airport;Ramata;Solomon Islands;RBV;AGRM;11,0
5419;Buka Airport;Buka Island;Papua New Guinea;BUA;AYBK;10,0
5420;Chimbu Airport;Kundiawa;Papua New Guinea;CMU;AYCH;10,0
5421;Daru Airport;Daru;Papua New Guinea;DAU;AYDU;10,0
5422;Gurney Airport;Gurney;Papua New Guinea;GUR;AYGN;10,0
5423;Girua Airport;Girua;Papua New Guinea;PNP;AYGR;10,0
5424;Kimbe Airport;Hoskins;Papua New Guinea;HKN;AYHK;10,0
5425;Kiunga Airport;Kiunga;Papua New Guinea;UNG;AYKI;10,0
5426;Kikori Airport;Kikori;Papua New Guinea;KRI;AYKK;10,0
5427;Kerema Airport;Kerema;Papua New Guinea;KMA;AYKM;10,0
5428;Kavieng Airport;Kavieng;Papua New Guinea;KVG;AYKV;10,0
5429;Mendi Airport;Mendi;Papua New Guinea;MDU;AYMN;10,0
5430;Momote Airport;Momote;Papua New Guinea;MAS;AYMO;10,0
5431;Moro Airport;Moro;Papua New Guinea;MXH;AYMR;10,0
5432;Misima Island Airport;Misima Island;Papua New Guinea;MIS;AYMS;10,0
5433;Tari Airport;Tari;Papua New Guinea;TIZ;AYTA;10,0
5434;Tabubil Airport;Tabubil;Papua New Guinea;TBG;AYTB;10,0
5435;Tokua Airport;Tokua;Papua New Guinea;RAB;AYTK;10,0
5436;Vanimo Airport;Vanimo;Papua New Guinea;VAI;AYVN;10,0
5437;Wapenamanda Airport;Wapenamanda;Papua New Guinea;WBM;AYWD;10,0
5438;Alluitsup Paa Heliport;Alluitsup Paa;Greenland;LLU;BGAP;-3,0
5439;Neerlerit Inaat Airport;Neerlerit Inaat;Greenland;CNP;BGCO;-1,0
5440;Paamiut Heliport;Paamiut;Greenland;JFR;BGFH;-3,0
5441;Qeqertarsuaq Heliport;Qeqertarsuaq Airport;Greenland;JGO;BGGN;-3,0
5442;Qaqortoq Heliport;Qaqortoq;Greenland;JJU;BGJH;-3,0
5443;Maniitsoq Airport;Maniitsoq;Greenland;JSU;BGMQ;-3,0
5444;Nanortalik Heliport;Nanortalik;Greenland;JNN;BGNN;-3,0
5445;Narsaq Heliport;Narsaq;Greenland;JNS;BGNS;-3,0
5446;Qaanaaq Airport;Qaanaaq;Greenland;NAQ;BGQQ;-4,0
5447;Sisimiut Airport;Sisimiut;Greenland;JHS;BGSS;-3,0
5448;Upernavik Airport;Upernavik;Greenland;JUV;BGUK;-3,0
5449;Qaarsut Airport;Uummannaq;Greenland;JQA;BGUQ;-3,0
5450;Grímsey Airport;Grímsey;Iceland;GRY;BIGR;0,0
5452;Thorshofn Airport;Thorshofn;Iceland;THO;BITN;0,0
5453;Vopnafjörður Airport;Vopnafjörður;Iceland;VPN;BIVO;0,0
5456;Whistler/Green Lake Water Aerodrome;Whistler;Canada;YWS;CAE5;-8,0
5457;Anahim Lake Airport;Anahim Lake;Canada;YAA;CAJ4;-8,0
5458;Williams Harbour Airport;Williams Harbour;Canada;YWM;CCA6;-3.5
5459;St. Lewis (Fox Harbour) Airport;St. Lewis;Canada;YFX;CCK4;-3.5
5460;Port Hope Simpson Airport;Port Hope Simpson;Canada;YHA;CCP4;-3.5
5461;Rigolet Airport;Rigolet;Canada;YRG;CCZ2;-4,0
5462;Colville Lake Airport;Colville Lake;Canada;YCK;CEB3;-7,0
5463;Whatì Airport;Whatì;Canada;YLE;CEM3;-7,0
5464;Summer Beaver Airport;Summer Beaver;Canada;SUR;CJV7;-5,0
5465;Wapekeka Airport;Angling Lake;Canada;YAX;CKB6;-6,0
5466;Wunnumin Lake Airport;Wunnumin Lake;Canada;WNN;CKL3;-5,0
5467;North Spirit Lake Airport;North Spirit Lake;Canada;YNO;CKQ3;-6,0
5468;Bearskin Lake Airport;Bearskin Lake;Canada;XBE;CNE3;-6,0
5469;Kingfisher Lake Airport;Kingfisher Lake;Canada;KIF;CNM5;-5,0
5470;Ogoki Post Airport;Ogoki Post;Canada;YOG;CNT3;-5,0
5471;Poplar Hill Airport;Poplar Hill;Canada;YHP;CPV7;-6,0
5472;Chisasibi Airport;Chisasibi;Canada;YKU;CSU2;-5,0
5473;Tête-à-la-Baleine Airport;Tête-à-la-Baleine;Canada;ZTB;CTB6;-4,0
5474;La Tabatière Airport;La Tabatière;Canada;ZLT;CTU5;-4,0
5478;Cat Lake Airport;Cat Lake;Canada;YAC;CYAC;-6,0
5479;Fort Frances Municipal Airport;Fort Frances;Canada;YAG;CYAG;-6,0
5480;Kasabonika Airport;Kasabonika;Canada;XKS;CYAQ;-5,0
5481;Kangirsuk Airport;Kangirsuk;Canada;YKG;CYAS;-5,0
5482;Attawapiskat Airport;Attawapiskat;Canada;YAT;CYAT;-5,0
5483;Lac Du Bonnet Airport;Lac Du Bonnet;Canada;Null;CYAX;-6,0
5484;Uranium City Airport;Uranium City;Canada;YBE;CYBE;-6,0
5485;Lourdes de Blanc Sablon Airport;Lourdes-De-Blanc-Sablon;Canada;YBX;CYBX;-4,0
5486;Cartwright Airport;Cartwright;Canada;YRF;CYCA;-4,0
5487;Chesterfield Inlet Airport;Chesterfield Inlet;Canada;YCS;CYCS;-6,0
5488;Nain Airport;Nain;Canada;YDP;CYDP;-4,0
5489;Fort Severn Airport;Fort Severn;Canada;YER;CYER;-5,0
5490;Fort Albany Airport;Fort Albany;Canada;YFA;CYFA;-5,0
5491;Fort Hope Airport;Fort Hope;Canada;YFH;CYFH;-5,0
5492;Makkovik Airport;Makkovik;Canada;YMN;CYFT;-4,0
5493;Texada Gillies Bay Airport;Texada;Canada;YGB;CYGB;-8,0
5494;Gods Lake Narrows Airport;Gods Lake Narrows;Canada;YGO;CYGO;-6,0
5495;Igloolik Airport;Igloolik;Canada;YGT;CYGT;-5,0
5496;Kuujjuarapik Airport;Kuujjuarapik;Canada;YGW;CYGW;-5,0
5497;Gillam Airport;Gillam;Canada;YGX;CYGX;-6,0
5498;Grise Fiord Airport;Grise Fiord;Canada;YGZ;CYGZ;-5,0
5499;Quaqtaq Airport;Quaqtaq;Canada;YQC;CYHA;-5,0
5500;Vancouver Harbour Water Aerodrome;Vancouver;Canada;CXH;CYHC;-8,0
5501;Nemiscau Airport;Nemiscau;Canada;YNS;CYHH;-5,0
5502;Hopedale Airport;Hopedale;Canada;YHO;CYHO;-4,0
5503;Chevery Airport;Chevery;Canada;YHR;CYHR;-4,0
5504;Ivujivik Airport;Ivujivik;Canada;YIK;CYIK;-5,0
5505;Island Lake Airport;Island Lake;Canada;YIV;CYIV;-6,0
5506;Akulivik Airport;Akulivik;Canada;AKV;CYKO;-5,0
5507;Waskaganish Airport;Waskaganish;Canada;YKQ;CYKQ;-5,0
5508;Aupaluk Airport;Aupaluk;Canada;YPJ;CYLA;-5,0
5509;Kimmirut Airport;Kimmirut;Canada;YLC;CYLC;-5,0
5510;Lansdowne House Airport;Lansdowne House;Canada;YLH;CYLH;-5,0
5511;St Georges Airport;Lutselk'e;Canada;YSG;CYSG;-5,0
5512;Kangiqsualujjuaq (Georges River) Airport;Kangiqsualujjuaq;Canada;XGR;CYLU;-5,0
5513;Mary's Harbour Airport;Mary's Harbour;Canada;YMH;CYMH;-3.5
5514;Chapais Airport;Chibougamau;Canada;YMT;CYMT;-5,0
5515;Umiujaq Airport;Umiujaq;Canada;YUD;CYMU;-5,0
5516;Wemindji Airport;Wemindji;Canada;YNC;CYNC;-5,0
5517;Norway House Airport;Norway House;Canada;YNE;CYNE;-6,0
5518;Points North Landing Airport;Points North Landing;Canada;YNL;CYNL;-6,0
5519;Oxford House Airport;Oxford House;Canada;YOH;CYOH;-6,0
5520;Inukjuak Airport;Inukjuak;Canada;YPH;CYPH;-5,0
5521;Pikangikum Airport;Pikangikum;Canada;YPM;CYPM;-6,0
5522;Peawanuck Airport;Peawanuck;Canada;YPO;CYPO;-5,0
5523;Powell River Airport;Powell River;Canada;YPW;CYPW;-8,0
5524;The Pas Airport;The Pas;Canada;YQD;CYQD;-6,0
5525;Nakina Airport;Nakina;Canada;YQN;CYQN;-5,0
5526;Rae Lakes Airport;Gamètì;Canada;YRA;CYRA;-7,0
5527;Red Lake Airport;Red Lake;Canada;YRL;CYRL;-6,0
