id;name_eng;city_eng;country_eng;IATA;ICAO;timeZone
1671;Mollis Airport;Mollis;Switzerland;Null;LSMF;1,0
1672;Meiringen Airport;Meiringen;Switzerland;Null;LSMM;1,0
1673;Payerne Air Base;Payerne;Switzerland;Null;LSMP;1,0
1675;Lugano Airport;Lugano;Switzerland;LUG;LSZA;1,0
1676;Bern Belp Airport;Bern;Switzerland;BRN;LSZB;1,0
1677;Grenchen Airport;Grenchen;Switzerland;Null;LSZG;1,0
1678;Zürich Airport;Zurich;Switzerland;ZRH;LSZH;1,0
1679;St Gallen Altenrhein Airport;Altenrhein;Switzerland;ACH;LSZR;1,0
1680;Samedan Airport;Samedan;Switzerland;SMV;LSZS;1,0
1681;Güvercinlik Airport;Ankara;Turkey;Null;LTAB;2,0
1682;Esenboğa International Airport;Ankara;Turkey;ESB;LTAC;3,0
1683;Etimesgut Air Base;Ankara;Turkey;ANK;LTAD;3,0
1684;Akıncı Air Base;Ankara;Turkey;Null;LTAE;3,0
1685;Adana Airport;Adana;Turkey;ADA;LTAF;3,0
1686;İncirlik Air Base;Adana;Turkey;UAB;LTAG;3,0
1687;Afyon Airport;Afyon;Turkey;AFY;LTAH;3,0
1688;Antalya International Airport;Antalya;Turkey;AYT;LTAI;3,0
1689;Gaziantep International Airport;Gaziantep;Turkey;GZT;LTAJ;3,0
1690;İskenderun Airport;Iskenderun;Turkey;Null;LTAK;3,0
1691;Konya Airport;Konya;Turkey;KYA;LTAN;3,0
1692;Malatya Tulga Airport;Malatya;Turkey;MLX;LTAO;3,0
1693;Amasya Merzifon Airport;Merzifon;Turkey;MZH;LTAP;3,0
1694;Sivas Nuri Demirağ Airport;Sivas;Turkey;VAS;LTAR;3,0
1695;Malatya Erhaç Airport;Malatya;Turkey;Null;LTAT;3,0
1696;Kayseri Erkilet Airport;Kayseri;Turkey;ASR;LTAU;3,0
1697;Sivrihisar Airport;Sivrihisar;Turkey;Null;LTAV;3,0
1698;Tokat Airport;Tokat;Turkey;Null;LTAW;3,0
1699;Çardak Airport;Denizli;Turkey;DNZ;LTAY;3,0
1701;Atatürk International Airport;Istanbul;Turkey;IST;LTBA;3,0
1702;Balıkesir Merkez Airport;Balikesir;Turkey;BZI;LTBF;3,0
1703;Bandırma Airport;Bandirma;Turkey;BDM;LTBG;3,0
1705;Eskişehir Air Base;Eskisehir;Turkey;ESK;LTBI;3,0
1706;Adnan Menderes International Airport;Izmir;Turkey;ADB;LTBJ;3,0
1707;Gaziemir Airport;Izmir;Turkey;Null;LTBK;3,0
1708;Çiğli Airport;Izmir;Turkey;IGL;LTBL;3,0
1709;Isparta Airport;Isparta;Turkey;Null;LTBM;3,0
1710;Kütahya Airport;Kutahya;Turkey;Null;LTBN;3,0
1712;Yalova Airport;Yalova;Turkey;Null;LTBP;3,0
1713;Cengiz Topel Airport;Topel;Turkey;Null;LTBQ;3,0
1715;Dalaman International Airport;Dalaman;Turkey;DLM;LTBS;3,0
1716;Akhisar Airport;Akhisar;Turkey;Null;LTBT;3,0
1718;Imsık Airport;Bodrum;Turkey;BXN;LTBV;3,0
1719;Samandıra Air Base;Istanbul;Turkey;Null;LTBX;3,0
1721;Elazığ Airport;Elazig;Turkey;EZS;LTCA;3,0
1722;Diyarbakir Airport;Diyabakir;Turkey;DIY;LTCC;3,0
1723;Erzincan Airport;Erzincan;Turkey;ERC;LTCD;3,0
1724;Erzurum International Airport;Erzurum;Turkey;ERZ;LTCE;3,0
1726;Trabzon International Airport;Trabzon;Turkey;TZX;LTCG;3,0
1728;Van Ferit Melen Airport;Van;Turkey;VAN;LTCI;3,0
1729;Batman Airport;Batman;Turkey;BAL;LTCJ;3,0
1731;Siirt Airport;Siirt;Turkey;Null;LTCL;3,0
1732;Kaklıç Airport;Izmir;Turkey;Null;LTFA;3,0
1733;Selçuk Efes Airport;Izmir;Turkey;Null;LTFB;3,0
1734;Balti International Airport;Saltsy;Moldova;BZY;LUBL;2,0
1735;Chişinău International Airport;Chisinau;Moldova;KIV;LUKK;2,0
1736;Ohrid St. Paul the Apostle Airport;Ohrid;Macedonia;OHD;LWOH;1,0
1737;Skopje Alexander the Great Airport;Skopje;Macedonia;SKP;LWSK;1,0
1738;Gibraltar Airport;Gibraltar;Gibraltar;GIB;LXGB;1,0
1739;Belgrade Nikola Tesla Airport;Belgrade;Serbia;BEG;LYBE;1,0
1740;Nis Airport;Nis;Serbia;INI;LYNI;1,0
1741;Podgorica Airport;Podgorica;Montenegro;TGD;LYPG;1,0
1742;Priština International Airport;Pristina;Serbia;PRN;BKPR;1,0
1743;Tivat Airport;Tivat;Montenegro;TIV;LYTV;1,0
1744;Vršac International Airport;Vrsac;Serbia;Null;LYVR;1,0
1745;M. R. Štefánik Airport;Bratislava;Slovakia;BTS;LZIB;1,0
1746;Košice Airport;Kosice;Slovakia;KSC;LZKZ;1,0
1747;Kuchyňa Air Base;Malacky;Slovakia;Null;LZMC;1,0
1748;Piešťany Airport;Piestany;Slovakia;PZY;LZPP;1,0
1749;Sliač Airport;Sliac;Slovakia;SLD;LZSL;1,0
1750;Trenčín Airport;Trencin;Slovakia;Null;LZTN;1,0
1751;Poprad-Tatry Airport;Poprad;Slovakia;TAT;LZTT;1,0
1753;North Caicos Airport;North Caicos;Turks and Caicos Islands;NCA;MBNC;-4,0
1754;Providenciales Airport;Providenciales;Turks and Caicos Islands;PLS;MBPV;-4,0
1755;South Caicos Airport;South Caicos;Turks and Caicos Islands;XSC;MBSC;-4,0
1756;Arroyo Barril Airport;Samana;Dominican Republic;EPS;MDAB;-4,0
1757;Maria Montez International Airport;Barahona;Dominican Republic;BRX;MDBH;-4,0
1758;Cabo Rojo Airport;Cabo Rojo;Dominican Republic;Null;MDCR;-4,0
1759;Casa De Campo International Airport;La Romana;Dominican Republic;LRM;MDLR;-4,0
1760;Punta Cana International Airport;Punta Cana;Dominican Republic;PUJ;MDPC;-4,0
1761;Gregorio Luperon International Airport;Puerto Plata;Dominican Republic;POP;MDPP;-4,0
1762;Las Américas International Airport;Santo Domingo;Dominican Republic;SDQ;MDSD;-4,0
1763;San Isidro Air Base;San Isidoro;Dominican Republic;Null;MDSI;-4,0
1764;Cibao International Airport;Santiago;Dominican Republic;STI;MDST;-4,0
1765;Bananera Airport;Bananera;Guatemala;Null;MGBN;-6,0
1766;Coban Airport;Coban;Guatemala;CBV;MGCB;-6,0
1767;La Aurora Airport;Guatemala City;Guatemala;GUA;MGGT;-6,0
1769;Retalhuleu Airport;Retalhuleu;Guatemala;Null;MGRT;-6,0
1770;San José Airport;San Jose;Guatemala;Null;MGSJ;-6,0
1771;Goloson International Airport;La Ceiba;Honduras;LCE;MHLC;-6,0
1772;Ramón Villeda Morales International Airport;San Pedro Sula;Honduras;SAP;MHLM;-6,0
1773;La Laguna Airport;Guanaja;Honduras;GJA;MHNJ;-6,0
1774;Juan Manuel Galvez International Airport;Roatan;Honduras;RTB;MHRO;-6,0
1775;Tela Airport;Tela;Honduras;TEA;MHTE;-6,0
1776;Toncontín International Airport;Tegucigalpa;Honduras;TGU;MHTG;-6,0
1777;Trujillo Airport;Trujillo;Honduras;Null;MHTJ;-6,0
1778;Boscobel Aerodrome;Ocho Rios;Jamaica;OCJ;MKBS;-5,0
1779;Norman Manley International Airport;Kingston;Jamaica;KIN;MKJP;-5,0
1780;Sangster International Airport;Montego Bay;Jamaica;MBJ;MKJS;-5,0
1781;Ken Jones Airport;Port Antonio;Jamaica;POT;MKKJ;-5,0
1782;Tinson Pen Airport;Kingston;Jamaica;KTP;MKTP;-5,0
1783;General Juan N Alvarez International Airport;Acapulco;Mexico;ACA;MMAA;-6,0
1784;Del Norte International Airport;Monterrey;Mexico;NTR;MMAN;-6,0
1785;Jesús Terán Paredo International Airport;Aguascalientes;Mexico;AGU;MMAS;-6,0
1786;Bahías de Huatulco International Airport;Huatulco;Mexico;HUX;MMBT;-6,0
1787;General Mariano Matamoros Airport;Cuernavaca;Mexico;CVJ;MMCB;-6,0
1788;Ciudad Acuña New International Airport;Ciudad Acuna;Mexico;Null;MMCC;-6,0
1789;Ciudad del Carmen International Airport;Ciudad Del Carmen;Mexico;CME;MMCE;-6,0
1790;Nuevo Casas Grandes Airport;Nuevo Casas Grandes;Mexico;Null;MMCG;-7,0
1791;Chilpancingo Airport;Chilpancingo;Mexico;Null;MMCH;-6,0
1792;Bachigualato Federal International Airport;Culiacan;Mexico;CUL;MMCL;-7,0
1793;Chetumal International Airport;Chetumal;Mexico;CTM;MMCM;-5,0
1794;Ciudad Obregón International Airport;Ciudad Obregon;Mexico;CEN;MMCN;-7,0
1795;Ingeniero Alberto Acuña Ongay International Airport;Campeche;Mexico;CPE;MMCP;-6,0
1796;Abraham González International Airport;Ciudad Juarez;Mexico;CJS;MMCS;-7,0
1797;General Roberto Fierro Villalobos International Airport;Chihuahua;Mexico;CUU;MMCU;-7,0
1798;General Pedro Jose Mendez International Airport;Ciudad Victoria;Mexico;CVM;MMCV;-6,0
1800;Cozumel International Airport;Cozumel;Mexico;CZM;MMCZ;-5,0
1801;General Guadalupe Victoria International Airport;Durango;Mexico;DGO;MMDO;-6,0
1802;Amado Nervo National Airport;Tepic;Mexico;TPQ;MMEP;-7,0
1803;Ensenada Airport;Ensenada;Mexico;ESE;MMES;-8,0
1804;Don Miguel Hidalgo Y Costilla International Airport;Guadalajara;Mexico;GDL;MMGL;-6,0
1805;General José María Yáñez International Airport;Guaymas;Mexico;GYM;MMGM;-7,0
1806;Tehuacan Airport;Tehuacan;Mexico;TCN;MMHC;-6,0
1807;General Ignacio P. Garcia International Airport;Hermosillo;Mexico;HMO;MMHO;-7,0
1808;Licenciado Miguel de la Madrid Airport;Colima;Mexico;CLQ;MMIA;-6,0
1809;Isla Mujeres Airport;Isla Mujeres;Mexico;ISJ;MMIM;-5,0
1810;Plan De Guadalupe International Airport;Saltillo;Mexico;SLW;MMIO;-6,0
1811;Ixtepec Airport;Iztepec;Mexico;Null;MMIT;-6,0
1813;Lázaro Cárdenas Airport;Lazard Cardenas;Mexico;LZC;MMLC;-6,0
1814;Valle del Fuerte International Airport;Los Mochis;Mexico;LMM;MMLM;-7,0
1815;Del Bajío International Airport;Del Bajio;Mexico;BJX;MMLO;-6,0
1816;Manuel Márquez de León International Airport;La Paz;Mexico;LAP;MMLP;-7,0
1817;Loreto International Airport;Loreto;Mexico;LTO;MMLT;-7,0
1818;General Servando Canales International Airport;Matamoros;Mexico;MAM;MMMA;-6,0
1819;Licenciado Manuel Crescencio Rejon Int Airport;Merida;Mexico;MID;MMMD;-6,0
1820;General Rodolfo Sánchez Taboada International Airport;Mexicali;Mexico;MXL;MMML;-8,0
1821;General Francisco J. Mujica International Airport;Morelia;Mexico;MLM;MMMM;-6,0
1822;Minatitlán/Coatzacoalcos National Airport;Minatitlan;Mexico;MTT;MMMT;-6,0
1823;Monclova International Airport;Monclova;Mexico;LOV;MMMV;-6,0
1824;Licenciado Benito Juarez International Airport;Mexico City;Mexico;MEX;MMMX;-6,0
1825;General Mariano Escobedo International Airport;Monterrey;Mexico;MTY;MMMY;-6,0
1826;General Rafael Buelna International Airport;Mazatlan;Mexico;MZT;MMMZ;-7,0
1827;Nogales International Airport;Nogales;Mexico;NOG;MMNG;-7,0
1828;Quetzalcóatl International Airport;Nuevo Laredo;Mexico;NLD;MMNL;-6,0
1829;Xoxocotlán International Airport;Oaxaca;Mexico;OAX;MMOX;-6,0
1830;El Tajín National Airport;Poza Rico;Mexico;PAZ;MMPA;-6,0
1831;Hermanos Serdán International Airport;Puebla;Mexico;PBC;MMPB;-6,0
1832;Ingeniero Juan Guillermo Villasana Airport;Pachuca;Mexico;PCA;MMPC;-6,0
1833;Puerto Peñasco International Airport;Punta Penasco;Mexico;PPE;MMPE;-7,0
1834;Piedras Negras International Airport;Piedras Negras;Mexico;PDS;MMPG;-6,0
1835;Licenciado y General Ignacio Lopez Rayon Airport;Uruapan;Mexico;UPN;MMPN;-6,0
1836;Licenciado Gustavo Díaz Ordaz International Airport;Puerto Vallarta;Mexico;PVR;MMPR;-6,0
1837;Puerto Escondido International Airport;Puerto Escondido;Mexico;PXM;MMPS;-6,0
1838;Querétaro Intercontinental Airport;Queretaro;Mexico;QRO;MMQT;-6,0
1839;General Lucio Blanco International Airport;Reynosa;Mexico;REX;MMRX;-6,0
1840;Los Cabos International Airport;San Jose Del Cabo;Mexico;SJD;MMSD;-7,0
1841;San Felipe International Airport;San Filipe;Mexico;SFH;MMSF;-8,0
1842;Ponciano Arriaga International Airport;San Luis Potosi;Mexico;SLP;MMSP;-6,0
1843;Tlaxcala Airport;Tlaxcala;Mexico;TXA;MMTA;-6,0
1844;Terán Air Base;Tuxtla Gutierrez;Mexico;Null;MMTB;-6,0
1845;Francisco Sarabia International Airport;Torreon;Mexico;TRC;MMTC;-6,0
1846;Angel Albino Corzo International Airport;Tuxtla Gutierrez;Mexico;TGZ;MMTG;-6,0
1847;General Abelardo L. Rodríguez International Airport;Tijuana;Mexico;TIJ;MMTJ;-8,0
1848;General Francisco Javier Mina International Airport;Tampico;Mexico;TAM;MMTM;-6,0
1849;Tamuin Airport;Tamuin;Mexico;TSL;MMTN;-6,0
1850;Licenciado Adolfo Lopez Mateos International Airport;Toluca;Mexico;TLC;MMTO;-6,0
1851;Tapachula International Airport;Tapachula;Mexico;TAP;MMTP;-6,0
1852;Cancún International Airport;Cancun;Mexico;CUN;MMUN;-5,0
1853;Carlos Rovirosa Pérez International Airport;Villahermosa;Mexico;VSA;MMVA;-6,0
1854;General Heriberto Jara International Airport;Vera Cruz;Mexico;VER;MMVR;-6,0
1855;General Leobardo C. Ruiz International Airport;Zacatecas;Mexico;ZCL;MMZC;-6,0
1856;Ixtapa Zihuatanejo International Airport;Zihuatanejo;Mexico;ZIH;MMZH;-6,0
1857;Zamora Airport;Zamora;Mexico;ZMM;MMZM;-6,0
1858;Playa De Oro International Airport;Manzanillo;Mexico;ZLO;MMZO;-6,0
1859;Zapopan Airport;Zapopan;Mexico;Null;MMZP;-6,0
1860;Bluefields Airport;Bluefields;Nicaragua;BEF;MNBL;-6,0
1861;Los Brasiles Airport;Los Brasiles;Nicaragua;Null;MNBR;-6,0
1862;Leon (Fanor Urroz) Airport;Leon;Nicaragua;Null;MNLN;-6,0
1863;Augusto C. Sandino (Managua) International Airport;Managua;Nicaragua;MGA;MNMG;-6,0
1864;Puerto Cabezas Airport;Puerto Cabezas;Nicaragua;PUZ;MNPC;-6,0
1865;Bocas Del Toro International Airport;Bocas Del Toro;Panama;BOC;MPBO;-5,0
1866;Cap Manuel Niño International Airport;Changuinola;Panama;CHX;MPCH;-5,0
1867;Enrique Malek International Airport;David;Panama;DAV;MPDA;-5,0
1868;Panama Pacific International Airport;Howard;Panama;BLB;MPHO;-5,0
1869;Marcos A. Gelabert International Airport;Panama;Panama;PAC;MPMG;-5,0
1870;Ruben Cantu Airport;Santiago;Panama;Null;MPSA;-5,0
1871;Tocumen International Airport;Panama City;Panama;PTY;MPTO;-5,0
1872;Buenos Aires Airport;Buenos Aires;Costa Rica;Null;MRBA;-6,0
1874;Coto 47 Airport;Coto 47;Costa Rica;OTR;MRCC;-6,0
1875;Chacarita Airport;Chacarita;Costa Rica;Null;MRCH;-6,0
1877;El Carmen de Siquirres Airport;El Carmen;Costa Rica;Null;MREC;-6,0
1878;Finca 10 / Nuevo Palmar Sur Airport;Finca 10;Costa Rica;Null;MRFI;-6,0
1879;Golfito Airport;Golfito;Costa Rica;GLF;MRGF;-6,0
1880;Guapiles Airport;Guapiles;Costa Rica;Null;MRGP;-6,0
1881;Daniel Oduber Quiros International Airport;Liberia;Costa Rica;LIR;MRLB;-6,0
1882;Los Chiles Airport;Los Chiles;Costa Rica;Null;MRLC;-6,0
1883;Limon International Airport;Limon;Costa Rica;LIO;MRLM;-6,0
1884;Nosara Airport;Nosara Beach;Costa Rica;NOB;MRNS;-6,0
1885;Juan Santamaria International Airport;San Jose;Costa Rica;SJO;MROC;-6,0
1886;Pandora Airport;Pandora;Costa Rica;Null;MRPD;-6,0
1887;Palmar Sur Airport;Palmar Sur;Costa Rica;PMZ;MRPM;-6,0
1889;Quepos Managua Airport;Quepos;Costa Rica;XQP;MRQP;-6,0
1890;Santa Clara De Guapiles Airport;Santa Clara;Costa Rica;Null;MRSG;-6,0
1891;San Vito De Java Airport;San Vito De Jaba;Costa Rica;Null;MRSV;-6,0
1892;El Salvador International Airport;San Salvador;El Salvador;SAL;MSLP;-6,0
1893;Ilopango International Airport;San Salvador;El Salvador;Null;MSSS;-6,0
1894;Les Cayes Airport;Cayes;Haiti;Null;MTCA;-5,0
1895;Cap Haitien International Airport;Cap Haitien;Haiti;CAP;MTCH;-5,0
1896;Jacmel Airport;Jacmel;Haiti;Null;MTJA;-5,0
1897;Toussaint Louverture International Airport;Port-au-prince;Haiti;PAP;MTPP;-5,0
1898;Gustavo Rizo Airport;Baracoa Playa;Cuba;BCA;MUBA;-5,0
1899;Carlos Manuel de Cespedes Airport;Bayamo;Cuba;BYM;MUBY;-5,0
1900;Maximo Gomez Airport;Ciego De Avila;Cuba;AVI;MUCA;-5,0
1901;Jardines Del Rey Airport;Cunagua;Cuba;CCC;MUCC;-5,0
1902;Jaime Gonzalez Airport;Cienfuegos;Cuba;CFG;MUCF;-5,0
1903;Vilo Acuña International Airport;Cayo Largo del Sur;Cuba;CYO;MUCL;-5,0
1904;Ignacio Agramonte International Airport;Camaguey;Cuba;CMW;MUCM;-5,0
1905;Antonio Maceo International Airport;Santiago De Cuba;Cuba;SCU;MUCU;-5,0
1906;Florida Airport;Florida;Cuba;Null;MUFL;-5,0
1907;Leeward Point Field;Guantanamo;Cuba;Null;MUGM;-5,0
1908;Mariana Grajales Airport;Guantanamo;Cuba;GAO;MUGT;-5,0
1909;José Martí International Airport;Havana;Cuba;HAV;MUHA;-5,0
1910;Frank Pais International Airport;Holguin;Cuba;HOG;MUHG;-5,0
1911;La Coloma Airport;La Coloma;Cuba;LCL;MULM;-5,0
1912;Orestes Acosta Airport;Moa;Cuba;MOA;MUMO;-5,0
1913;Sierra Maestra Airport;Manzanillo;Cuba;MZO;MUMZ;-5,0
1914;Rafael Cabrera Airport;Nueva Gerona;Cuba;GER;MUNG;-5,0
1915;Playa Baracoa Airport;Baracoa Playa;Cuba;UPB;MUPB;-5,0
1916;Pinar Del Rio Airport;Pinar Del Rio Norte;Cuba;Null;MUPR;-5,0
1917;San Antonio De Los Banos Airport;San Antonio De Banos;Cuba;Null;MUSA;-5,0
1918;Abel Santamaria Airport;Santa Clara;Cuba;SNU;MUSC;-5,0
1919;Joaquín de Agüero Airport;Santa Lucia;Cuba;Null;MUSL;-5,0
1920;Siguanea Airport;Siguanea;Cuba;Null;MUSN;-5,0
1921;Sancti Spiritus Airport;Sancti Spiritus;Cuba;Null;MUSS;-5,0
1923;Juan Gualberto Gomez International Airport;Varadero;Cuba;VRA;MUVR;-5,0
1924;Hermanos Ameijeiras Airport;Las Tunas;Cuba;VTU;MUVT;-5,0
1925;Gerrard Smith International Airport;Cayman Brac;Cayman Islands;CYB;MWCB;-5,0
1926;Owen Roberts International Airport;Georgetown;Cayman Islands;GCM;MWCR;-5,0
1927;Clarence A. Bain Airport;Clarence Bain;Bahamas;Null;MYAB;-5,0
1928;Andros Town Airport;Andros Town;Bahamas;ASD;MYAF;-5,0
1930;Marsh Harbour International Airport;Marsh Harbor;Bahamas;MHH;MYAM;-5,0
1931;San Andros Airport;San Andros;Bahamas;SAQ;MYAN;-5,0
1932;Spring Point Airport;Spring Point;Bahamas;AXP;MYAP;-5,0
1933;Sandy Point Airport;Sandy Point;Bahamas;Null;MYAS;-5,0
1934;Treasure Cay Airport;Treasure Cay;Bahamas;TCB;MYAT;-5,0
1935;Chub Cay Airport;Chub Cay;Bahamas;CCZ;MYBC;-5,0
1936;Great Harbour Cay Airport;Bullocks Harbour;Bahamas;Null;MYBG;-5,0
1937;South Bimini Airport;Alice Town;Bahamas;BIM;MYBS;-5,0
1941;Exuma International Airport;Great Exuma;Bahamas;GGT;MYEF;-5,0
1942;George Town Airport;George Town;Bahamas;Null;MYEG;-5,0
1943;North Eleuthera Airport;North Eleuthera;Bahamas;ELH;MYEH;-5,0
1944;Governor's Harbour Airport;Governor's Harbor;Bahamas;GHB;MYEM;-5,0
1945;Normans Cay Airport;Norman's Cay;Bahamas;Null;MYEN;-5,0
1946;Rock Sound Airport;Rock Sound;Bahamas;RSD;MYER;-5,0
1947;Staniel Cay Airport;Staniel Cay;Bahamas;Null;MYES;-5,0
1948;Grand Bahama International Airport;Freeport;Bahamas;FPO;MYGF;-5,0
1949;Inagua Airport;Matthew Town;Bahamas;IGA;MYIG;-5,0
1950;Deadman's Cay Airport;Dead Man's Cay;Bahamas;LGI;MYLD;-5,0
1951;Stella Maris Airport;Stella Maris;Bahamas;SML;MYLS;-5,0
1952;Mayaguana Airport;Mayaguana;Bahamas;MYG;MYMM;-5,0
1953;Lynden Pindling International Airport;Nassau;Bahamas;NAS;MYNN;-5,0
1954;Duncan Town Airport;Duncan Town;Bahamas;Null;MYRD;-5,0
1955;Rum Cay Airport;Port Nelson;Bahamas;Null;MYRP;-5,0
1956;San Salvador Airport;Cockburn Town;Bahamas;ZSA;MYSM;-5,0
1957;Philip S. W. Goldson International Airport;Belize City;Belize;BZE;MZBZ;-6,0
1958;Aitutaki Airport;Aitutaki;Cook Islands;AIT;NCAI;-10,0
1959;Rarotonga International Airport;Avarua;Cook Islands;RAR;NCRG;-10,0
1960;Nadi International Airport;Nandi;Fiji;NAN;NFFN;12,0
1961;Nausori International Airport;Nausori;Fiji;SUV;NFNA;12,0
1963;Fua'amotu International Airport;Tongatapu;Tonga;TBU;NFTF;13,0
1964;Vava'u International Airport;Vava'u;Tonga;VAV;NFTV;13,0
1965;Bonriki International Airport;Tarawa;Kiribati;TRW;NGTA;12,0
1966;Tabiteuea North Airport;Tabiteuea North;Kiribati;TBF;NGTE;12,0
1968;Hihifo Airport;Wallis;Wallis and Futuna;WLS;NLWW;12,0
1969;Faleolo International Airport;Faleolo;Samoa;APW;NSFA;13,0
1970;Pago Pago International Airport;Pago Pago;American Samoa;PPG;NSTU;-11,0
1971;Rurutu Airport;Rurutu;French Polynesia;RUR;NTAR;-10,0
1972;Tubuai Airport;Tubuai;French Polynesia;TUB;NTAT;-10,0
1973;Anaa Airport;Anaa;French Polynesia;AAA;NTGA;-10,0
1974;Fangatau Airport;Fangatau;French Polynesia;Null;NTGB;-10,0
1975;Tikehau Airport;Tikehau;French Polynesia;TIH;NTGC;-10,0
1976;Reao Airport;Reao;French Polynesia;REA;NTGE;-10,0
1977;Fakarava Airport;Fakarava;French Polynesia;FAV;NTGF;-10,0
1978;Manihi Airport;Manihi;French Polynesia;XMH;NTGI;-10,0
1979;Totegegie Airport;Totegegie;French Polynesia;GMR;NTGJ;-9,0
1980;Kaukura Airport;Kaukura Atoll;French Polynesia;KKR;NTGK;-10,0
1981;Makemo Airport;Makemo;French Polynesia;MKP;NTGM;-10,0
1982;Puka Puka Airport;Puka Puka;French Polynesia;PKP;NTGP;-10,0
1983;Takapoto Airport;Takapoto;French Polynesia;TKP;NTGT;-10,0
1984;Arutua Airport;Arutua;French Polynesia;AXR;NTGU;-10,0
1985;Mataiva Airport;Mataiva;French Polynesia;MVT;NTGV;-10,0
1986;Takaroa Airport;Takaroa;French Polynesia;TKX;NTKR;-10,0
1987;Nuku Hiva Airport;Nuku Hiva;French Polynesia;NHV;NTMD;-9.5
1989;Bora Bora Airport;Bora Bora;French Polynesia;BOB;NTTB;-10,0
1990;Rangiroa Airport;Rangiroa;French Polynesia;RGI;NTTG;-10,0
1991;Huahine-Fare Airport;Huahine Island;French Polynesia;HUH;NTTH;-10,0
1992;Moorea Airport;Moorea;French Polynesia;MOZ;NTTM;-10,0
1993;Hao Airport;Hao Island;French Polynesia;HOI;NTTO;-10,0
1994;Maupiti Airport;Maupiti;French Polynesia;MAU;NTTP;-10,0
1995;Raiatea Airport;Raiatea Island;French Polynesia;RFP;NTTR;-10,0
1997;Bauerfield International Airport;Port-vila;Vanuatu;VLI;NVVV;11,0
1998;Koné Airport;Kone;New Caledonia;KNQ;NWWD;11,0
1999;Koumac Airport;Koumac;New Caledonia;KOC;NWWK;11,0
2000;Lifou Airport;Lifou;New Caledonia;LIF;NWWL;11,0
2001;Nouméa Magenta Airport;Noumea;New Caledonia;GEA;NWWM;11,0
2002;Maré Airport;Mare;New Caledonia;MEE;NWWR;11,0
2003;Touho Airport;Touho;New Caledonia;TOU;NWWU;11,0
2004;Ouvéa Airport;Ouvea;New Caledonia;UVE;NWWV;11,0
2005;La Tontouta International Airport;Noumea;New Caledonia;NOU;NWWW;11,0
2006;Auckland International Airport;Auckland;New Zealand;AKL;NZAA;12,0
2007;Taupo Airport;Taupo;New Zealand;TUO;NZAP;12,0
2008;Ardmore Airport;Ardmore;New Zealand;AMZ;NZAR;12,0
2009;Christchurch International Airport;Christchurch;New Zealand;CHC;NZCH;12,0
2010;Chatham Islands-Tuuta Airport;Chatham Island;New Zealand;CHT;NZCI;27729,0
2011;Dunedin Airport;Dunedin;New Zealand;DUD;NZDN;12,0
2012;Gisborne Airport;Gisborne;New Zealand;GIS;NZGS;12,0
2013;Glentanner Airport;Glentanner;New Zealand;Null;NZGT;12,0
2014;Hokitika Airfield;Hokitika;New Zealand;HKK;NZHK;12,0
2015;Hamilton International Airport;Hamilton;New Zealand;HLZ;NZHN;12,0
2016;Hastings Aerodrome;Hastings;New Zealand;Null;NZHS;12,0
2017;Kerikeri Airport;Kerikeri;New Zealand;KKE;NZKK;12,0
2018;Kaitaia Airport;Kaitaia;New Zealand;KAT;NZKT;12,0
2019;Alexandra Airport;Alexandra;New Zealand;ALR;NZLX;12,0
2020;Mount Cook Airport;Mount Cook;New Zealand;MON;NZMC;12,0
2021;Manapouri Airport;Manapouri;New Zealand;TEU;NZMO;12,0
2022;Hood Airport;Masterton;New Zealand;MRO;NZMS;12,0
2023;New Plymouth Airport;New Plymouth;New Zealand;NPL;NZNP;12,0
2024;Nelson Airport;Nelson;New Zealand;NSN;NZNS;12,0
2025;Invercargill Airport;Invercargill;New Zealand;IVC;NZNV;12,0
2026;RNZAF Base Ohakea;Ohakea;New Zealand;Null;NZOH;12,0
2027;Oamaru Airport;Oamaru;New Zealand;OAM;NZOU;12,0
2028;Palmerston North Airport;Palmerston North;New Zealand;PMR;NZPM;12,0
2029;Paraparaumu Airport;Paraparaumu;New Zealand;PPQ;NZPP;12,0
2030;Queenstown International Airport;Queenstown International;New Zealand;ZQN;NZQN;12,0
2031;Rotorua Regional Airport;Rotorua;New Zealand;ROT;NZRO;12,0
2032;Waiouru Airport;Waiouru;New Zealand;Null;NZRU;12,0
2033;South Pole Station Airport;Stephen's Island;Antarctica;Null;NZSP;12,0
2034;Tauranga Airport;Tauranga;New Zealand;TRG;NZTG;12,0
2035;Timaru Airport;Timaru;New Zealand;TIU;NZTU;12,0
2036;Pukaki Airport;Pukaki;New Zealand;Null;NZUK;12,0
2037;Woodbourne Airport;Woodbourne;New Zealand;BHE;NZWB;12,0
2038;Williams Field;Weydon;Antarctica;Null;NZWD;12,0
2039;Wanaka Airport;Wanaka;New Zealand;WKA;NZWF;12,0
2040;Wigram Airport;Wigram;New Zealand;Null;NZWG;12,0
2041;Whakatane Airport;Whakatane;New Zealand;WHK;NZWK;12,0
2042;Wellington International Airport;Wellington;New Zealand;WLG;NZWN;12,0
2043;Wairoa Airport;Wairoa;New Zealand;Null;NZWO;12,0
2044;RNZAF Base Auckland-Whenuapai;Whenuapai;New Zealand;Null;NZWP;12,0
2045;Whangarei Airport;Whangarei;New Zealand;WRE;NZWR;12,0
